Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
MU,https://www.tradingview.com/chart/?symbol=MU,"Micron Technology, Inc.",Technology,983.0,1110193471488.0,345.7,1368.5,104.09,-6.52,50.76,952.05,498.2,True,True,True,BUY THE DIP,False,49.56,NEUTRAL,5.0,Why Micron Stock Popped Today | Stock Market Today: Nasdaq Pounded As Oil Surges; Honeywell Crosses Trendline (Live Coverage) | Micron vs. SK Hynix: Which Is the Better Memory Stock to Buy?,22.22,6.39,7639499776.0,6.33,66.64,55.91,93.76,BUY SIGNAL
MSI,https://www.tradingview.com/chart/?symbol=MSI,"Motorola Solutions, Inc.",Technology,404.86,67204968448.0,7.4,-13.8,-8.37,3.96,31.19,407.41,414.78,False,False,False,NO CLEAR ENTRY,False,63.86,POSITIVE,5.0,Does Motorola (MSI) Have the Potential to Rally 25.35% as Wall Street Analysts Expect? | Is Ondas in Play? Potential Acquirers Eye This Autonomous-Defense Specialist. | Can Motorola (MSI) Keep the Earnings Surprise Streak Alive?,32.62,21.84,1815124992.0,374.132,99.29,17.61,41.01,IGNORE
SYF,https://www.tradingview.com/chart/?symbol=SYF,Synchrony Financial,Financial Services,71.77,23346780160.0,0.6,3.6,-5.56,-4.36,38.15,73.03,73.85,False,False,False,NO CLEAR ENTRY,False,55.66,NEUTRAL,5.0,"1 Value Stock to Own for Decades and 2 That Underwhelm | Company News for July 22, 2026 | Is Synchrony Financial (SYF) Cheap As Stronger Guidance Meets A Weaker Share Price?",7.43,6.83,,,20.79,35.51,41.0,IGNORE
SLB,https://www.tradingview.com/chart/?symbol=SLB,SLB N.V.,Energy,47.22,70596624384.0,2.7,-13.8,-15.46,-1.19,66.1,51.46,45.89,False,True,True,NO CLEAR ENTRY,False,61.16,POSITIVE,5.0,Halliburton's Outlook Improves as Contract Wins Fuel Global Growth Ahead | SLB Earnings: What To Look For From SLB | SLB Scheduled to Report Q2 Earnings: What's in Store for the Stock?,20.8,14.35,3043124992.0,42.515,14.07,9.26,40.99,IGNORE
CVX,https://www.tradingview.com/chart/?symbol=CVX,Chevron Corporation,Energy,195.905,390163955712.0,2.3,-44.5,5.38,11.32,89.34,182.4,172.04,True,True,True,WATCH - OVERBOUGHT,False,45.92,NEUTRAL,5.0,"At $100 Per Barrel, Which Oil Stock Has Dominated in 2026: ExxonMobil, Chevron, or BP? | Oil Prices, Shipping Rates Surge As Rebels Open Second Front In Iran War | Sintana Energy: Uruguay well on track, Argentina block bid advances",34.19,15.47,11776499712.0,23.989,6.64,5.93,40.92,IGNORE
NWS,https://www.tradingview.com/chart/?symbol=NWS,News Corporation,Communication Services,29.91,16208448512.0,8.8,-10.4,-1.61,5.69,48.13,30.15,29.29,False,True,True,NO CLEAR ENTRY,False,51.77,NEUTRAL,5.0,Update: Market Chatter: News Corp Accuses Brave of Copyright Infringement in Countersuit | News (NWSA) Stock May Sit Below Fair Value Despite Rich Earnings | What You Need To Know Ahead of News Corporation’s Earnings Release,37.86,23.16,1744000000.0,31.559,6.52,12.92,40.79,IGNORE
INTC,https://www.tradingview.com/chart/?symbol=INTC,Intel Corporation,Technology,99.83,501745582080.0,7.2,,49.52,-24.52,32.6,115.83,65.48,False,True,True,NO CLEAR ENTRY,False,56.6,NEUTRAL,5.0,Intel earnings loom as investors watch jobs data and corporate results | I’m Buying ‘Fully Priced’ AMD Because The Math Says I Should | Bank of America targets Nvidia's next $170 billion growth engine,,61.43,-8301250048.0,36.028,-2.91,-5.9,40.53,IGNORE
BF-B,https://www.tradingview.com/chart/?symbol=BF-B,Brown-Forman Corporation,Consumer Defensive,25.725,11804282880.0,2.0,-62.7,-8.63,-5.56,46.65,26.11,26.82,False,False,False,NO CLEAR ENTRY,False,58.18,NEUTRAL,5.0,3 Consumer Stocks We Approach with Caution | Brown-Forman faces big questions as CEO prepares for exit | Brand Strength and Innovation Support Brown-Forman's Expansion,16.81,15.01,739625024.0,64.95,17.85,18.2,40.5,IGNORE
KDP,https://www.tradingview.com/chart/?symbol=KDP,Keurig Dr Pepper Inc.,Consumer Defensive,29.765,40497053696.0,9.4,-47.7,5.07,-2.89,26.97,30.63,28.08,False,True,True,NO CLEAR ENTRY,False,56.7,NEUTRAL,5.0,"Micron, Keurig Dr Pepper Join BofA's US 1 List | Micron Stock Soars After Bank of America's Highest-Conviction Buy Call | Coffee Drinkers Get Encouraging Health News",22.05,11.77,-16345499648.0,85.985,6.31,10.81,40.14,IGNORE
CMG,https://www.tradingview.com/chart/?symbol=CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,31.855,40861491200.0,7.4,-17.9,-6.03,2.92,34.68,32.55,35.12,False,False,False,NO CLEAR ENTRY,False,52.02,NEUTRAL,5.0,3 Restaurant Stocks Likely to Surpass Q2 Earnings Expectations | Yum Brands (YUM) Earnings Expected to Grow: Should You Buy? | Chipotle Mexican Grill (CMG) Expected to Beat Earnings Estimates: What to Know Ahead of Q2 Release,29.22,23.52,1087909760.0,217.885,49.23,11.96,40.06,IGNORE
DE,https://www.tradingview.com/chart/?symbol=DE,Deere & Company,Industrials,611.45,165157109760.0,-11.1,-8.5,3.56,3.56,45.83,582.58,540.31,True,True,True,BULLISH TREND,False,47.98,NEUTRAL,5.0,The Two Divergent Futures Priced Into Caterpillar Stock | CAT Earns Its Premium Over Peers. Now What? | 3 Cash-Producing Stocks with Open Questions,34.6,26.88,1098749952.0,376.022,18.35,10.1,40.04,IGNORE
IFF,https://www.tradingview.com/chart/?symbol=IFF,International Flavors & Fragrances Inc.,Basic Materials,72.83,18593753088.0,-3.6,,3.21,-2.52,22.42,76.2,70.84,False,True,True,NO CLEAR ENTRY,False,51.96,NEUTRAL,5.0,3 Cash-Producing Stocks with Warning Signs | 1 S&P 500 Stock to Target This Week and 2 Facing Challenges | International Flavors & Fragrances (IFF) Following Its Seven Day Slide Is The Stock Still Cheap,22.55,15.18,3702625024.0,45.701,6.05,7.66,40.01,IGNORE
TSCO,https://www.tradingview.com/chart/?symbol=TSCO,Tractor Supply Company,Consumer Cyclical,30.32,15901312000.0,3.6,-8.1,-16.8,2.16,40.75,30.52,44.62,False,False,False,NO CLEAR ENTRY,False,44.92,NEUTRAL,5.0,"Why Kohl's (KSS) Shares Are Plunging Today | Tractor Supply Q2 Earnings Call Highlights | Tractor Supply Q2 Earnings & Sales Miss Estimates, Comps Drop 1.5%",14.94,13.83,350726016.0,254.949,45.5,6.91,39.89,IGNORE
NI,https://www.tradingview.com/chart/?symbol=NI,NiSource Inc.,Utilities,46.71,22394605568.0,8.2,6.0,-2.67,-1.16,41.6,46.88,44.81,False,True,True,NO CLEAR ENTRY,False,62.62,POSITIVE,5.0,Can PPL's Cost-Control Efforts Support Long-Term Earnings Growth? | Is NextEra Energy (NEE) Stock Outpacing Its Utilities Peers This Year? | What to Expect From NiSource's Next Quarterly Earnings Report,23.24,20.73,-1562412544.0,140.908,9.11,14.1,39.86,IGNORE
NCLH,https://www.tradingview.com/chart/?symbol=NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,18.695,8583064064.0,9.6,,1.49,-8.31,37.4,18.78,20.4,False,False,False,NO CLEAR ENTRY,False,55.97,NEUTRAL,5.0,"Truist cuts Norwegian Cruise Line to Hold on rising promotional activity | Norwegian Cruise Line (NCLH) Expected to Beat Earnings Estimates: What to Know Ahead of Q2 Release | Autodesk initiated, Norwegian Cruise downgrade: Wall Street's top analyst calls",15.08,9.33,-1500744960.0,661.444,29.53,5.66,39.83,IGNORE
SBAC,https://www.tradingview.com/chart/?symbol=SBAC,SBA Communications Corporation,Real Estate,174.85,18545119232.0,5.9,-14.7,-19.85,-7.77,36.17,193.36,192.88,False,False,True,NO CLEAR ENTRY,False,58.42,NEUTRAL,5.0,"Here Are Friday’s Top Wall Street Analyst Research Calls: Apple, Brinker International, Dutch Bros, Emerson Electric, Fervo Energy, Moody’s, Netflix, Oneok, 3M Company, and More | SBA Communications Earnings Preview: What to Expect | AI Stocks Look Expensive. These 3 ETFs Could Help Investors Stay in the Game.",18.39,21.83,708085504.0,,,35.66,39.77,IGNORE
FTV,https://www.tradingview.com/chart/?symbol=FTV,Fortive Corporation,Technology,60.505,18445617152.0,7.7,-12.4,-0.89,0.27,40.01,60.6,56.4,False,True,True,NO CLEAR ENTRY,False,52.73,NEUTRAL,5.0,Fortive (FTV) Ties Accruent To PowerX For AI Telecom Energy Management | FFIV Set to Post Q3 Earnings: What's in Store for the Stock? | Zacks Industry Outlook Highlights AMETEK and Fortive,35.38,18.77,953612480.0,58.806,6.81,12.84,39.62,IGNORE
CME,https://www.tradingview.com/chart/?symbol=CME,CME Group Inc.,Financial Services,253.21,91490533376.0,1.0,2.5,-10.84,4.52,67.34,256.56,273.71,False,False,False,NO CLEAR ENTRY,False,41.58,NEUTRAL,5.0,"Oil Prices, Shipping Rates Surge As Rebels Open Second Front In Iran War | Zacks Earnings Trends Highlights: General Motors, AT&T, Wabtec and CME Group | Company News for July 23, 2026",21.62,19.57,,12.912,15.8,63.43,39.43,IGNORE
BDX,https://www.tradingview.com/chart/?symbol=BDX,"Becton, Dickinson and Company",Healthcare,152.575,42040578048.0,5.2,,-0.77,6.01,41.43,149.01,153.01,True,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5.0,"Why BSX Stock Hands You So Much Cash Right Now | Becton, Dickinson and Company Earnings Preview: What to Expect | How Barron’s Roundtable Panelists’ 2026 Picks Have Performed So Far",26.63,11.37,4531250176.0,71.599,6.67,5.12,39.4,IGNORE
IBM,https://www.tradingview.com/chart/?symbol=IBM,International Business Machines Corporation,Technology,206.001,193617313792.0,1.1,-1.8,-10.2,-22.25,19.94,260.16,269.99,False,False,False,NO CLEAR ENTRY,False,42.28,NEUTRAL,5.0,"IBM may be caught up in latest bout of AI volatility: 'Don't concentrate in any one theme' | Earnings live: Google stock drops on capex concerns, ServiceNow pops | IBM Is The World’s Worst Big Tech Company",18.29,15.78,11879000064.0,188.97,34.46,15.52,38.98,IGNORE
BG,https://www.tradingview.com/chart/?symbol=BG,Bunge Global SA,Consumer Defensive,123.1,23883628544.0,87.8,-76.4,-2.04,11.04,83.58,119.12,110.14,True,True,True,WATCH - OVERBOUGHT,False,56.79,NEUTRAL,5.0,Bunge Ready to Report Q2 Earnings: What's in Store for the Stock? | What's Behind Accenture's Nine-Billion-Dollar Bet on Its Stock? | 3 Cash-Burning Stocks We Keep Off Our Radar,32.39,10.9,-6827500032.0,94.032,4.93,0.85,38.54,IGNORE
AWK,https://www.tradingview.com/chart/?symbol=AWK,"American Water Works Company, Inc.",Utilities,133.99,26165639168.0,5.7,-4.8,-0.02,5.84,44.28,127.95,130.26,True,True,False,BULLISH TREND,False,67.56,POSITIVE,5.0,American Water Works (AWK) Reports Next Week: Wall Street Expects Earnings Growth | Can CWT's Infrastructure Investments Drive Long-Term Earnings Growth? | American Water (AWK) Stock Gets Fair Value Bump As Analysts Weigh Rate Cases And Merger,23.8,20.41,-1896625024.0,142.33,10.22,21.17,38.3,IGNORE
BA,https://www.tradingview.com/chart/?symbol=BA,The Boeing Company,Industrials,208.78,164581752832.0,14.0,,-10.83,-3.66,31.16,220.28,218.45,False,False,True,NO CLEAR ENTRY,False,47.21,NEUTRAL,5.0,"Top Midday Stories: Alphabet Doubles Q2 Capital Spending; Tesla Reports Earnings Decline, Negative Free Cash Flow | Lockheed Martin Rockets 10%, RTX Jumps 7% on Beat-and-Raise Quarters and Record Backlogs | As Analysts Bet on Boeing Turnaround, Retail Investors Fixate on One Uncomfortable Fact",82.85,50.87,2554249984.0,828.696,169.95,2.46,38.18,IGNORE
JNJ,https://www.tradingview.com/chart/?symbol=JNJ,Johnson & Johnson,Healthcare,258.72,622795161600.0,6.6,-1.0,12.82,8.21,45.97,240.9,222.52,True,True,True,BULLISH TREND,False,38.16,NEGATIVE,5.0,ETFs to Buy Post JNJ's Q2 Earnings Beat & Bullish 2026 Outlook | Trump’s Iran War and Tariffs Are Changing Corporate Strategies | Should FDA’s De Novo Nod for OTTAVA Robotic System Require Action From Johnson & Johnson (JNJ) Investors?,30.05,20.16,,67.73,,21.48,37.8,IGNORE
HD,https://www.tradingview.com/chart/?symbol=HD,"The Home Depot, Inc.",Consumer Cyclical,323.42,322487484416.0,4.8,-4.3,-4.21,-0.32,25.54,326.2,346.5,False,False,False,NO CLEAR ENTRY,False,45.66,NEUTRAL,5.0,Weak housing market hurts big and bulky last-mile delivery | Earnings Preview: What To Expect From The Home Depot’s Report | Home Depot (HD) Launches 2026 Halloween Collection With Upgraded Skelly Animatronics,22.95,20.1,10128249856.0,459.356,128.38,8.41,37.75,IGNORE
APTV,https://www.tradingview.com/chart/?symbol=APTV,Aptiv PLC,Consumer Cyclical,57.065,12076125184.0,5.4,,-5.54,-7.09,42.22,61.48,71.55,False,False,False,NO CLEAR ENTRY,False,46.03,NEUTRAL,5.0,Trump’s Iran War and Tariffs Are Changing Corporate Strategies | Aptiv PLC (APTV) Outperforms Broader Market: What You Need to Know | Aptiv PLC (APTV) Is a Trending Stock: Facts to Know Before Betting on It,33.97,8.41,1091124992.0,103.823,4.08,1.77,37.33,IGNORE
DHI,https://www.tradingview.com/chart/?symbol=DHI,"D.R. Horton, Inc.",Consumer Cyclical,139.335,39115546624.0,0.0,-4.8,-14.9,-10.73,23.66,149.86,149.9,False,False,False,NO CLEAR ENTRY,False,56.6,NEUTRAL,5.0,"United Rentals Q2 Earnings Beat on Rental Growth, '26 Guidance Raised | Why Oil Prices Could Make Your House More Expensive, According to PulteGroup | Is DHI Stock a Buy Now as Valuation Stays Reasonable but Mixed",13.28,11.82,7831799808.0,29.142,12.63,9.15,36.83,IGNORE
EQT,https://www.tradingview.com/chart/?symbol=EQT,EQT Corporation,Energy,53.56,33502478336.0,-1.8,-74.0,-8.86,3.68,54.09,53.06,56.26,True,False,False,NO CLEAR ENTRY,False,55.43,NEUTRAL,5.0,"EQT Q2 Earnings Call Highlights Demand Deals, Higher Output | Compared to Estimates, EQT (EQT) Q2 Earnings: A Look at Key Metrics | Why EQT Corporation Rallied Today",12.43,13.18,2460903936.0,19.595,11.08,29.14,36.73,IGNORE
FANG,https://www.tradingview.com/chart/?symbol=FANG,"Diamondback Energy, Inc.",Energy,206.06,57967419392.0,4.2,-98.4,5.93,9.66,86.02,192.23,170.78,True,True,True,WATCH - OVERBOUGHT,False,58.8,NEUTRAL,5.0,"Sector Update: Energy Stocks Higher Tuesday Afternoon | Diamondback Energy Expected to Deliver Strong Q2, UBS Says | Diamondback Energy (FANG) Increases Despite Market Slip: Here's What You Need to Know",212.43,12.03,1397250048.0,32.594,0.47,1.96,36.45,IGNORE
FOXA,https://www.tradingview.com/chart/?symbol=FOXA,Fox Corporation,Communication Services,55.025,23105034240.0,-8.6,-49.3,-14.73,12.78,44.01,59.27,62.88,False,False,False,NO CLEAR ENTRY,False,52.96,NEUTRAL,5.0,Top 3 Stocks to Watch as Streaming Expands Beyond Subscriptions | Unusual Put Options Volume in Fox Corp After FOXA Stock Rebounds After Roku Deal Reaction | FIFA Races to Cash In on Its Hit Tournament,14.48,9.47,1406499968.0,67.867,15.2,10.56,36.29,IGNORE
FOX,https://www.tradingview.com/chart/?symbol=FOX,Fox Corporation,Communication Services,49.28,20692703232.0,-8.6,-49.3,-14.65,10.62,43.65,53.27,56.51,False,False,False,NO CLEAR ENTRY,False,52.96,NEUTRAL,5.0,Top 3 Stocks to Watch as Streaming Expands Beyond Subscriptions | Unusual Put Options Volume in Fox Corp After FOXA Stock Rebounds After Roku Deal Reaction | FIFA Races to Cash In on Its Hit Tournament,12.97,9.08,1406499968.0,67.867,15.2,10.56,36.29,IGNORE
XYZ,https://www.tradingview.com/chart/?symbol=XYZ,"Block, Inc.",Technology,76.49,45525393408.0,4.9,,6.78,5.69,42.43,74.15,67.57,True,True,True,BULLISH TREND,False,44.59,NEUTRAL,5.0,"Block (SQ) Stock Could Be 22% Undervalued After Cash App Settlement | BlackRock, Strategy and Coinbase Back $15M Bitcoin Security Consortium | BlackRock, Coinbase and Strategy Pledge $15M to Quantum-Proof Bitcoin",59.76,15.1,-794561728.0,37.514,3.74,3.3,36.27,IGNORE
APD,https://www.tradingview.com/chart/?symbol=APD,"Air Products and Chemicals, Inc.",Basic Materials,295.18,65730883584.0,8.8,,-2.19,5.16,27.19,288.6,272.21,True,True,True,BULLISH TREND,False,68.96,POSITIVE,5.0,Air Products and Chemicals (APD) Earnings Expected to Grow: Should You Buy? | IOSP vs. APD: Which Stock Is the Better Value Option? | Air Products (APD) Stock Sees Modest Fair Value Lift After Analyst Target Increases,31.07,20.66,-3519237376.0,101.611,12.35,16.91,36.22,IGNORE
AOS,https://www.tradingview.com/chart/?symbol=AOS,A. O. Smith Corporation,Industrials,59.37,8182885376.0,-1.9,-10.5,-8.27,3.36,34.18,58.85,65.67,True,False,False,NO CLEAR ENTRY,False,54.59,NEUTRAL,5.0,Earnings Preview: A.O. Smith (AOS) Q2 Earnings Expected to Decline | 3 of Wall Street’s Favorite Stocks with Open Questions | 2 Cash-Producing Stocks to Target This Week and 1 Facing Headwinds,15.83,14.27,495612512.0,34.981,28.27,13.84,36.22,IGNORE
NRG,https://www.tradingview.com/chart/?symbol=NRG,"NRG Energy, Inc.",Utilities,141.605,29876738048.0,19.5,-85.6,-8.08,2.87,57.07,135.24,153.48,True,False,False,NO CLEAR ENTRY,False,64.75,POSITIVE,5.0,"Here is What to Know Beyond Why NRG Energy, Inc. (NRG) is a Trending Stock | Can Constellation Energy's Diverse Power Fleet Drive Future Growth? | NRG Energy Earnings Preview: What to Expect",155.61,12.3,431624992.0,479.237,6.25,0.74,35.83,IGNORE
LEN,https://www.tradingview.com/chart/?symbol=LEN,Lennar Corporation,Consumer Cyclical,81.2702,19577595904.0,-5.2,-31.5,-13.19,-6.41,30.56,87.29,102.93,False,False,False,NO CLEAR ENTRY,False,53.2,NEUTRAL,5.0,"United Rentals Q2 Earnings Beat on Rental Growth, '26 Guidance Raised | Is DHI Stock a Buy Now as Valuation Stays Reasonable but Mixed | PulteGroup Q2 Earnings & Revenues Beat Estimates, New Orders Up Y/Y",12.74,12.54,1077926016.0,28.692,7.37,4.93,35.31,IGNORE
DVN,https://www.tradingview.com/chart/?symbol=DVN,Devon Energy Corporation,Energy,45.5201,52503027712.0,-0.8,-75.3,-4.79,4.91,76.44,44.25,41.12,True,True,True,WATCH - OVERBOUGHT,False,70.19,POSITIVE,5.0,Devon Energy (DVN) Advances While Market Declines: Some Information for Investors | Devon Energy Corporation (DVN) is Attracting Investor Attention: Here is What You Should Know | The Great Rotation: 5 Stocks Set to Win as Money Leaves Megacap Tech,12.68,8.63,1607500032.0,56.359,15.18,14.17,35.27,IGNORE
EL,https://www.tradingview.com/chart/?symbol=EL,The Estée Lauder Companies Inc.,Consumer Defensive,79.32,28697571328.0,4.6,-45.5,4.22,-5.3,36.27,83.42,92.02,False,False,False,NO CLEAR ENTRY,False,70.51,POSITIVE,5.0,"Estee Lauder Turnaround Gains Momentum as Key Brands Improve, RBC Says | Why Estee Lauder (EL) is Poised to Beat Earnings Estimates Again | Will e.l.f. Beauty's Skin Care Portfolio Lead the Next Leg Up?",,24.95,1807624960.0,232.908,-5.95,-1.67,35.14,IGNORE
ARE,https://www.tradingview.com/chart/?symbol=ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,49.845,8686461952.0,-11.5,,8.88,-2.13,37.62,49.71,51.09,True,False,False,NO CLEAR ENTRY,False,59.61,NEUTRAL,5.0,"Alexandria Real Estate Equities (ARE) Delivers 427,000 RSF Bristol Myers Squibb R And D Hub | Alexandria Real Estate Equities (ARE) Could Be 10% Undervalued After Its $5b Credit Move | Alexandria Real Estate’s Quarterly Earnings Preview: What You Need to Know",,-56.64,1408723072.0,66.509,-4.14,-36.14,34.32,IGNORE
COHR,https://www.tradingview.com/chart/?symbol=COHR,Coherent Corp.,Technology,314.95,61616607232.0,20.5,,-6.73,-17.38,43.52,362.46,250.77,False,True,True,NO CLEAR ENTRY,False,63.03,POSITIVE,5.0,Lumentum and 5 Other Stocks Set to Win From Big Tech’s AI Spending Spree | AI Infrastructure Will Mint More Millionaires Over the Next Decade: 3 Stocks to Buy Right Now | NVIDIA is Acquiring ‘Dark Fiber’ Across the United States. Here’s Why That’s a Big Deal.,150.69,37.99,-197631744.0,31.093,4.72,7.1,34.19,IGNORE
GIS,https://www.tradingview.com/chart/?symbol=GIS,"General Mills, Inc.",Consumer Defensive,35.695,19050721280.0,2.2,-14.5,2.38,5.47,44.04,34.36,39.99,True,False,False,NO CLEAR ENTRY,False,54.98,NEUTRAL,5.0,"ADM (NYSE:ADM) Appoints Jeff Rowe As COO And Expands Regenerative Agriculture | Here’s Why Big Food Companies, Like General Mills and Kraft Heinz, Are Losing Their Grip on Shoppers | Popular Walmart bakery item recalled over possible glass contamination",,11.11,2308499968.0,217.629,-1.03,-0.47,33.9,IGNORE
WY,https://www.tradingview.com/chart/?symbol=WY,Weyerhaeuser Company,Real Estate,23.64,17045447680.0,-2.0,96.6,-4.74,-3.27,48.41,23.92,23.79,False,False,True,NO CLEAR ENTRY,False,51.03,NEUTRAL,5.0,Time to Jump In? Raymond James Is Bullish on These 2 Stocks | Earnings Preview: Weyerhaeuser (WY) Q2 Earnings Expected to Decline | Jim Cramer on Weyerhaeuser: “I’m More Bullish on It Than the Rest of Wall Street”,42.21,35.43,-45875000.0,57.729,4.16,5.78,33.73,IGNORE
STT,https://www.tradingview.com/chart/?symbol=STT,State Street Corporation,Financial Services,184.21,50602958848.0,-2.8,-24.1,22.81,6.56,70.55,167.13,136.49,True,True,True,WATCH - OVERBOUGHT,False,56.81,NEUTRAL,5.0,XOP ETF Holds Fewer Bets Than You Think | What Does SPY's Price Tag Buy You Today? | State Street Wants You To Party Down With Fearless Girl,16.24,12.08,,,12.44,23.0,32.64,IGNORE
ON,https://www.tradingview.com/chart/?symbol=ON,ON Semiconductor Corporation,Technology,88.45,34423463936.0,4.7,,-9.54,-24.44,46.64,108.36,73.96,False,True,True,NO CLEAR ENTRY,False,57.22,NEUTRAL,5.0,TXN Keeps Climbing. Should You Climb On? | ON Semiconductor Corp. (ON) Gains As Market Dips: What You Should Know | ON Semiconductor Corporation (ON) Is a Trending Stock: Facts to Know Before Betting on It,65.04,20.37,1282174976.0,44.337,7.49,9.46,31.73,IGNORE
COP,https://www.tradingview.com/chart/?symbol=COP,ConocoPhillips,Energy,121.42,147925254144.0,-5.3,-20.2,-1.65,10.41,80.71,114.01,105.94,True,True,True,WATCH - OVERBOUGHT,False,50.0,NEUTRAL,5.0,Is Targa Resources (TRGP) Undervalued Following Its Board Update And Dividend Declaration? | Will Targa’s New LNG-Focused Director and 2026 Dividend Shape TRGP’s Capital Allocation Narrative? | ExxonMobil and Oil Stocks Rise After Rubio Says Iran ‘Not Serious’ About Talks,20.58,13.54,5289124864.0,36.143,11.28,12.33,31.7,IGNORE
