Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
GEV,https://www.tradingview.com/chart/?symbol=GEV,GE Vernova Inc.,Industrials,1048.61,281782484992,16.3,1816.5,20.11,-6.39,39.0,996.07,744.54,True,True,True,HIGH CONVICTION DIP BUY,True,62.03,POSITIVE,5,"GE Vernova Turbine Milestone Raises Questions On Cash Flows And Dividends | Dow Jones Futures Rise After S&P 500, Nasdaq Hit Highs; 5 AI Stocks In Buy Areas | Why GE Vernova Stock Triumphed on Tuesday",30.61,42.78,9315624960.0,24.925,75.71,23.81,90.66,BUY SIGNAL
CCI,https://www.tradingview.com/chart/?symbol=CCI,Crown Castle Inc.,Real Estate,90.76,39612383232,-4.8,,2.63,8.77,51.71,86.55,88.98,True,True,False,BULLISH TREND,False,42.29,NEUTRAL,5,"Why Is Alexandria Real Estate Equities (ARE) Up 20% Since Last Earnings Report? | Should Crown Castle’s Fiber Sale And Debt Paydown Strategy Require Action From CCI Investors? | Starlink fears, DISH default pressure cell tower giant Crown Castle",38.3,30.65,1202875008.0,,,25.14,38.08,IGNORE
SYY,https://www.tradingview.com/chart/?symbol=SYY,Sysco Corporation,Consumer Defensive,75.44,36074094592,4.7,-13.5,-16.62,0.11,62.43,75.32,77.73,True,False,False,NO CLEAR ENTRY,False,48.27,NEUTRAL,5,"3 S&P 500 Stocks We Think Twice About | Is Labor Tensions And Softer Cash Flows Altering The Investment Case For Sysco (SYY)? | Don’t Look Now, But 4 Blue-Chip Giants Could Be the Newest Dividend Kings",20.96,15.23,1868375040.0,670.44,81.89,2.08,37.96,IGNORE
PHM,https://www.tradingview.com/chart/?symbol=PHM,"PulteGroup, Inc.",Consumer Cyclical,118.935,22655494144,-12.4,-30.4,-13.13,-7.28,47.52,119.09,125.03,False,False,False,NO CLEAR ENTRY,False,54.22,NEUTRAL,5,PulteGroup (PHM) Valuation Check After Mixed Short Term Returns And Slower Momentum | Stocks Finish Sharply Higher on Iran Hopes | Soaring Mortgage Rates Hit US Homebuilders: One Building ETF Still Wins,11.51,10.63,1483359744.0,18.942,16.18,12.14,37.64,IGNORE
NKE,https://www.tradingview.com/chart/?symbol=NKE,"NIKE, Inc.",Consumer Cyclical,45.8701,67928432640,0.1,-34.8,-25.74,1.62,63.54,46.01,60.82,False,False,False,NO CLEAR ENTRY,False,46.6,NEUTRAL,5,"Lululemon, Chip Wilson settle feud | Crocs, Wolverine Worldwide, and Deckers Stocks Trade Up, What You Need To Know | Nike rival sneaker brand shuts down unexpectedly",30.18,25.14,1313874944.0,79.333,16.02,4.84,37.38,IGNORE
DHI,https://www.tradingview.com/chart/?symbol=DHI,"D.R. Horton, Inc.",Consumer Cyclical,147.17,41734410240,-2.3,-13.2,-7.96,-7.35,47.77,144.11,153.0,True,False,False,NO CLEAR ENTRY,False,62.89,POSITIVE,5,Q1 Earnings Outperformers: D.R. Horton (NYSE:DHI) And The Rest Of The Home Builders Stocks | It might be time to start investing in housing-related stocks | Assessing D.R. Horton (DHI) Valuation After Recent Share Price Cooldown,13.83,12.23,2875425024.0,27.453,13.08,9.51,37.33,IGNORE
KDP,https://www.tradingview.com/chart/?symbol=KDP,Keurig Dr Pepper Inc.,Consumer Defensive,30.385,41340600320,9.4,-47.7,1.23,7.94,70.81,27.56,27.75,True,True,False,WATCH - OVERBOUGHT,False,49.47,NEUTRAL,5,"1 Consumer Stock Worth Your Attention and 2 We Brush Off | A Look At Keurig Dr Pepper (KDP) Valuation After Recent Share Price Momentum And GHOST Energy Growth Story | A Look Back at Beverages, Alcohol, and Tobacco Stocks’ Q1 Earnings: Keurig Dr Pepper (NASDAQ:KDP) Vs The Rest Of The Pack",22.51,12.04,-16345499648.0,85.985,6.31,10.81,37.16,IGNORE
LMT,https://www.tradingview.com/chart/?symbol=LMT,Lockheed Martin Corporation,Industrials,532.63,122805100544,0.3,-11.5,-18.64,3.76,65.99,568.43,528.43,False,True,True,NO CLEAR ENTRY,False,62.97,POSITIVE,5,The future of warfare: Lockheed Martin exec. talks missile defense | The SpaceX Halo Effect: What’s Next For Sky-High Redwire Stock? | Lockheed Martin Expands Alabama Munitions Capacity As Valuation Draws Investor Focus,25.76,16.6,3987124992.0,276.365,67.64,6.38,36.94,IGNORE
COF,https://www.tradingview.com/chart/?symbol=COF,Capital One Financial Corporation,Financial Services,189.435,117884035072,46.3,-3.2,-2.76,-1.99,45.25,188.42,210.49,True,False,False,NO CLEAR ENTRY,False,52.36,NEUTRAL,5,"FIS, banks mull network uses | Discover Credit Cards Are About to Become Capital One Cards. Why That Could Be a Bigger Deal Than Investors Think. | Why Broadcom (AVGO) Remains One of Goldman’s Strongest AI Infrastructure Bets",58.47,7.8,,,3.26,8.88,36.59,IGNORE
CNP,https://www.tradingview.com/chart/?symbol=CNP,"CenterPoint Energy, Inc.",Utilities,43.04,28155455488,1.9,6.7,-0.52,0.9,59.48,42.55,39.83,True,True,True,BULLISH TREND,False,57.06,NEUTRAL,5,A Look At CenterPoint Energy (CNP) Valuation After Recent Pullback And Capital Plan Update | Phantom Data Centers Didn't Break the Power Grid—They Proved It Was Already Broken | Are Wall Street Analysts Predicting CenterPoint Energy Stock Will Climb or Sink?,26.4,20.67,-4945375232.0,215.591,9.56,11.38,36.51,IGNORE
AOS,https://www.tradingview.com/chart/?symbol=AOS,A. O. Smith Corporation,Industrials,58.33,8039543808,-1.9,-10.5,-24.79,-9.3,37.42,62.26,68.02,False,False,False,NO CLEAR ENTRY,False,57.49,NEUTRAL,5,A. O. Smith Stock: Analyst Estimates & Ratings | New Strong Sell Stocks for May 22nd | Is A. O. Smith Corporation (AOS) A Good Stock To Buy Now?,15.55,13.96,495612512.0,34.981,28.27,13.84,36.45,IGNORE
DTE,https://www.tradingview.com/chart/?symbol=DTE,DTE Energy Company,Utilities,144.785,30119380992,15.8,-44.4,-1.56,-1.17,56.76,145.46,138.05,False,True,True,NO CLEAR ENTRY,False,71.01,POSITIVE,5,DTE Energy Ties Data Center Growth To Renewables And Microgrid Plans | Price Prediction: Can DTE Energy Hit $200 Before 2027? | DTE Energy Offers Steady Growth Prospects Amid Data Center Boom,23.85,17.34,-2188124928.0,218.787,10.42,7.65,36.28,IGNORE
ABBV,https://www.tradingview.com/chart/?symbol=ABBV,AbbVie Inc.,Healthcare,215.4,380567158784,12.4,-46.2,-6.42,9.13,68.43,207.37,216.52,True,False,False,NO CLEAR ENTRY,False,60.67,POSITIVE,5,Piper Sandler Raises Price Target on AbbVie (ABBV) Amid Strong IBD Pipeline Progress | 3 Stocks Estimated To Be Trading Up To 44.8% Below Intrinsic Value | 5 High-Yield Stocks and ETFs to Buy and Hold for the Next Decade,105.07,13.27,20811624448.0,,,5.79,36.25,IGNORE
LEN,https://www.tradingview.com/chart/?symbol=LEN,Lennar Corporation,Consumer Cyclical,90.49,22287532032,-13.3,-52.6,-20.45,-2.96,49.87,89.11,111.63,True,False,False,NO CLEAR ENTRY,False,64.04,POSITIVE,5,Homebuilder Charts Point to Rebound. Play the Barbell Approach With These 2 Stocks. | Q1 Earnings Highs And Lows: Lennar (NYSE:LEN) Vs The Rest Of The Home Builders Stocks | A Look At Lennar (LEN) Valuation After Backlog And Profitability Concerns Weigh On Sentiment,13.02,11.92,3444002816.0,24.992,8.08,5.39,36.17,IGNORE
DPZ,https://www.tradingview.com/chart/?symbol=DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,316.74,10535364608,3.5,-4.6,-20.91,-5.54,43.89,347.63,398.42,False,False,False,NO CLEAR ENTRY,False,59.83,NEUTRAL,5,"Domino's Pizza (DPZ) Down 8.8% Since Last Earnings Report: Can It Rebound? | Krispy Kreme vs. Domino's Pizza: Which Consumer Goods Stock Is a Better Buy in 2026? | Berkshire Sells Visa, Domino's, and Pool Corp: Should You Follow?",18.22,15.12,524712736.0,,,11.89,35.89,IGNORE
LYB,https://www.tradingview.com/chart/?symbol=LYB,LyondellBasell Industries N.V.,Basic Materials,68.26,22033289216,-6.3,-29.5,20.11,-3.89,31.87,73.86,55.46,False,True,True,NO CLEAR ENTRY,False,73.71,POSITIVE,5,"Zacks.com featured highlights include DaVita, Integra LifeSciences, Braskem and LyondellBasell | LYB vs. AIQUY: Which Stock Should Value Investors Buy Now? | Zacks Earnings Trends Highlights: Dow, LyondellBasell Industries and Methanex",,9.02,987000000.0,141.24,-6.01,-2.69,35.8,IGNORE
DE,https://www.tradingview.com/chart/?symbol=DE,Deere & Company,Industrials,527.25,142414069760,-11.1,-8.5,-16.03,-7.12,18.8,574.08,518.59,False,True,True,BUY THE DIP,False,49.49,NEUTRAL,5,"Here is What to Know Beyond Why Deere & Company (DE) is a Trending Stock | Deere Continues to Execute Well Despite Difficult Core Market Conditions, RBC Says | MarketBeat Week in Review – 05/18 - 05/22",29.84,23.06,2041750016.0,376.022,18.35,10.1,35.56,IGNORE
MMM,https://www.tradingview.com/chart/?symbol=MMM,3M Company,Industrials,155.675,81194983424,1.3,-39.7,-5.35,7.35,68.41,146.37,156.14,True,False,False,NO CLEAR ENTRY,False,45.61,NEUTRAL,5,U.S. halts visa issuance for travelers from Ebola-hit African nations - says WSJ | Weak Demand Weighs on 3M's Consumer Unit: What Lies Ahead? | 3M Joins AI Optics Alliance As Shares Screen Undervalued,30.0,16.46,2322374912.0,396.497,71.46,11.14,35.55,IGNORE
NCLH,https://www.tradingview.com/chart/?symbol=NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,18.0107,8268895232,9.6,,-27.35,-0.99,51.96,18.4,21.46,False,False,False,NO CLEAR ENTRY,False,57.3,NEUTRAL,5,"Oil Prices Fall, Despite Iran's 14-Point 'Fabrication'; Airline Stocks Fly | Is the Cheapest Cruise Line Stock Finally Too Cheap to Ignore? | Cruise stocks surge as oil slides 3% on U.S.-Iran deal hopes",14.52,8.93,-1500744960.0,661.444,29.53,5.66,35.13,IGNORE
NRG,https://www.tradingview.com/chart/?symbol=NRG,"NRG Energy, Inc.",Utilities,137.51,29012748288,19.5,-85.6,-22.93,-13.87,37.83,149.38,157.19,False,False,False,NO CLEAR ENTRY,False,55.46,NEUTRAL,5,"Stock Market News for May 22, 2026 | The Clash Between a Giant Coal Plant and Houston’s Booming Suburbs | Monashee Scales Back Its Bet on Structure Therapeutics",151.11,12.05,431624992.0,479.237,6.25,0.74,35.09,IGNORE
CPB,https://www.tradingview.com/chart/?symbol=CPB,The Campbell's Company,Consumer Defensive,20.74,6183558144,-4.5,-17.2,-21.68,0.92,47.14,20.76,26.67,False,False,False,NO CLEAR ENTRY,False,55.11,NEUTRAL,5,Malone Trust Reshuffle Concentrates Insider Influence At Campbell's Stock | 3 Stocks Under $50 Walking a Fine Line | A Look At Campbell Soup (CPB) Valuation After Earnings Beat Tariff And Inflation Headwinds,11.27,9.63,862499968.0,185.001,13.89,5.48,33.71,IGNORE
GPC,https://www.tradingview.com/chart/?symbol=GPC,Genuine Parts Company,Consumer Cyclical,99.59,13855170560,6.8,-2.1,-15.73,-6.54,36.82,103.94,123.05,False,False,False,NO CLEAR ENTRY,False,68.38,POSITIVE,5,AutoZone Q3 Earnings Beat Estimates on Strong Sales Growth | Is Wall Street Bullish or Bearish on Genuine Parts Stock? | Advance Auto Q1 Earnings Beat Estimates on Strong Comps Growth,226.34,11.89,755362496.0,149.454,1.34,0.24,33.62,IGNORE
STZ,https://www.tradingview.com/chart/?symbol=STZ,"Constellation Brands, Inc.",Consumer Defensive,149.07,25673533440,-11.3,,-4.94,-3.23,44.61,152.06,146.1,False,True,True,NO CLEAR ENTRY,False,59.34,NEUTRAL,5,Constellation Brands Stock: Analyst Estimates & Ratings | 3 Profitable Stocks We Think Twice About | Will Constellation Brands’ (STZ) New McDonald’s CMO Director Reframe Its Consumer Brand Playbook?,15.51,11.96,2047600000.0,133.573,22.64,18.46,33.6,IGNORE
INSM,https://www.tradingview.com/chart/?symbol=INSM,Insmed Incorporated,Healthcare,106.62,23110146048,229.6,,-28.6,-21.59,29.35,135.94,155.98,False,False,False,NO CLEAR ENTRY,False,55.75,NEUTRAL,5,"Competitive Pressures Prompt Truist to Cut Target on Insmed (INSM) | Assessing Insmed (INSM) Valuation After Recent Share Price Pullback And Strong Multi Year Returns | Insmed CEO Defends BRINSUPRI Launch as Sales Surge, TPIP Pipeline Gains Focus",,263.88,-606202112.0,105.336,-294.46,-144.44,33.46,IGNORE
HRL,https://www.tradingview.com/chart/?symbol=HRL,Hormel Foods Corporation,Consumer Defensive,21.095,11608245248,-2.9,-5.1,-16.42,-1.75,55.92,21.25,23.08,False,False,False,NO CLEAR ENTRY,False,57.65,NEUTRAL,5,Hormel Foods Earnings: What To Look For From HRL | Is Hormel Foods (HRL) One of the 10 High Yield Stocks for Lasting Retirement Income? | 1 Value Stock with Promising Prospects and 2 Facing Challenges,23.7,13.52,381509632.0,4.244,6.12,4.03,33.46,IGNORE
HON,https://www.tradingview.com/chart/?symbol=HON,Honeywell International Inc.,Industrials,232.7362,147474022400,2.4,-41.9,-3.93,10.36,75.09,221.7,209.76,True,True,True,WATCH - OVERBOUGHT,False,58.23,NEUTRAL,5,Micron Surge Shows AI Euphoria Is Entering New Stage—And That’s Dangerous | Sector Update: Tech Stocks Gain Late Afternoon | This Year’s Biggest Quantum IPO Is Coming,37.18,20.31,2936875008.0,257.387,24.26,10.89,33.41,IGNORE
SO,https://www.tradingview.com/chart/?symbol=SO,The Southern Company,Utilities,93.8895,105841745920,8.0,-0.8,-2.79,0.96,55.86,94.15,91.15,False,True,True,NO CLEAR ENTRY,False,60.79,POSITIVE,5,Southern Energy Q1 Net Loss Narrows; Enters Williamsburg Joint Venture Agreement | Morgan Stanley Sees Utilities Lagging as it Lowers Southern Company (SO) Target | A Look At Southern Company’s Valuation As Greener Life Carbon Offset Milestone Draws Attention,24.01,19.09,-3950000128.0,190.431,10.99,14.46,32.96,IGNORE
AWK,https://www.tradingview.com/chart/?symbol=AWK,"American Water Works Company, Inc.",Utilities,124.64,24339765248,5.7,-4.8,-7.72,-4.87,49.55,130.64,131.96,False,False,False,NO CLEAR ENTRY,False,60.51,POSITIVE,5,How Multi‑State Infrastructure Upgrades At American Water (AWK) Have Changed Its Investment Story | Sector Update: Energy Stocks Fall Late Afternoon | American Water Works Stock: Analyst Estimates & Ratings,22.1,18.99,-1896625024.0,142.33,10.22,21.17,32.94,IGNORE
SRE,https://www.tradingview.com/chart/?symbol=SRE,Sempra,Utilities,90.975,59469451264,-3.9,13.7,-4.84,-1.61,40.34,94.28,89.5,False,True,True,NO CLEAR ENTRY,False,57.72,NEUTRAL,5,Sempra (SRE) Announces Q1 2026 Earnings | Assessing Sempra (SRE) Valuation As Investors Revisit The Stock After Recent Share Price Moves | Jim Cramer Explains How Data Center Demand Boosts Sempra and Other Utility Stocks,30.94,16.43,-28243374080.0,85.267,5.69,14.43,32.22,IGNORE
SW,https://www.tradingview.com/chart/?symbol=SW,Smurfit Westrock Plc,Consumer Cyclical,39.79,20868425728,0.7,-83.6,-14.39,0.51,41.84,39.46,40.5,True,False,False,NO CLEAR ENTRY,False,41.38,NEUTRAL,5,What Are Wall Street Analysts' Target Price for Smurfit Westrock Stock? | Smurfit Westrock introduces 2030 sustainability goals | Smurfit Westrock's (NYSE:SW) Conservative Accounting Might Explain Soft Earnings,55.26,12.58,1360249984.0,78.831,2.11,1.22,31.96,IGNORE
MOS,https://www.tradingview.com/chart/?symbol=MOS,The Mosaic Company,Basic Materials,23.58,7494823936,14.4,,-13.72,2.58,51.98,23.87,27.02,False,False,False,NO CLEAR ENTRY,False,67.73,POSITIVE,5,What Mosaic (MOS)'s Q1 Loss and Pulled Phosphate Outlook Means For Shareholders | The 30-Year Treasury Just Crossed 5%. Here Are 2 Hard Asset Stocks Under $40 Built for What Comes Next | Brazil Potash: Autazes Project De-Risking as Financing Visibility Improves  – Quarterly Update Report,168.43,12.04,-289787488.0,48.19,0.59,0.36,31.57,IGNORE
DOW,https://www.tradingview.com/chart/?symbol=DOW,Dow Inc.,Basic Materials,34.655,24977293312,-6.1,,12.77,-9.04,29.02,38.62,28.47,False,True,True,BUY THE DIP,False,62.67,POSITIVE,5,"DOW or ALB: Which Is the Better Value Stock Right Now? | DOW Partners With Univar Solutions for Silicone Additives in EMEA | Zacks Industry Outlook Highlights Air Products and Chemicals, Dow, Albemarle and Methanex",,16.2,-675875008.0,117.133,-15.26,-7.24,31.01,IGNORE
APO,https://www.tradingview.com/chart/?symbol=APO,"Apollo Global Management, Inc.",Financial Services,129.97,74929979392,-9.2,,24.78,5.83,51.92,120.46,128.15,True,True,False,BULLISH TREND,False,64.44,POSITIVE,5,"For Wall Street’s Private Investments, In-House Insurers Are the Go-To Buyer | Will ARES' Expanding AUM Balance Aid Long-Term Earnings Growth? | Private Credit Really Is More Than Loans to Leveraged Buyouts",82.26,12.25,,101.267,8.49,3.66,31.01,IGNORE
COIN,https://www.tradingview.com/chart/?symbol=COIN,"Coinbase Global, Inc.",Financial Services,176.235,46431006720,-30.8,,0.22,-10.4,39.35,190.23,249.8,False,False,False,NO CLEAR ENTRY,False,49.7,NEUTRAL,5,Coinbase Extends AI Payments Push With Base MCP Launch | Bitcoin Demand Falls To Lowest Level Since December | Coinbase CEO Flags Huge Finance Shift As SEC Delays Blockchain Plans,64.79,35.57,2407562752.0,59.081,6.69,12.74,30.88,IGNORE
EXC,https://www.tradingview.com/chart/?symbol=EXC,Exelon Corporation,Utilities,46.13,47200591872,7.9,-0.3,-5.95,-0.99,57.72,46.87,45.38,False,True,True,NO CLEAR ENTRY,False,49.02,NEUTRAL,5,"Dominion, NextEra Merge to Create a $67 Billion Electric Behemoth. History Tells Us This Is a Cautionary Tale. | Exelon (EXC) Price Target Lowered at TD Cowen Despite Strong Q1 | Exelon Weighs Efficiency Gains And Data Center Demands On Grid Plans",16.9,15.19,-2807749888.0,174.794,9.76,11.21,30.77,IGNORE
MRNA,https://www.tradingview.com/chart/?symbol=MRNA,"Moderna, Inc.",Healthcare,47.95,19025901568,260.2,,-10.49,-1.54,47.92,50.41,37.26,False,True,True,NO CLEAR ENTRY,False,36.24,NEGATIVE,5,This Biotech Stock Is Stuck in the Red. Its Cancer Portfolio Is About to Change the Narrative. | Astellas eyes more cost cuts; FDA panel to debate Moderna vaccine | Litigation Windfall Driving Roivant Sciences’ Profit Swing Might Change The Case For Investing In Roivant Sciences (ROIV),,-11.41,-20000000.0,17.522,-36.56,-143.55,29.9,IGNORE
SJM,https://www.tradingview.com/chart/?symbol=SJM,The J. M. Smucker Company,Consumer Defensive,103.79,11069029376,7.0,,-9.49,10.08,72.06,96.54,101.6,True,True,False,WATCH - OVERBOUGHT,False,44.73,NEUTRAL,5,J. M. Smucker Tests Brand Power With Milk Bone Supergirl Krypto Treats | 3 Reasons to Sell SJM and 1 Stock to Buy Instead | J.M. Smucker (SJM) Faces Lower Forward Estimates as JPMorgan Cuts Price Target,,10.48,884462528.0,143.204,-20.68,-14.07,29.18,IGNORE
CRL,https://www.tradingview.com/chart/?symbol=CRL,"Charles River Laboratories International, Inc.",Healthcare,162.8025,7841826816,1.2,,-8.79,-4.92,31.9,168.01,175.98,False,False,False,NO CLEAR ENTRY,False,57.98,NEUTRAL,5,Are Wall Street Analysts Bullish on Charles River Laboratories Stock? | Is Charles River (CRL) Quietly Recasting Its Moat Around AI Pathology And Cell Therapy Services? | Charles River Laboratories (CRL) is a Top-Ranked Value Stock: Should You Buy?,,13.23,510023744.0,102.551,-5.87,-4.58,28.64,IGNORE
KKR,https://www.tradingview.com/chart/?symbol=KKR,KKR & Co. Inc.,Financial Services,93.85,87509639168,-6.6,,7.25,-6.62,33.92,96.49,116.06,False,False,False,NO CLEAR ENTRY,False,59.31,NEUTRAL,5,Is KKR & Co. (KKR) One of the Best Long-Term Stocks to Buy Now for High Returns? | Hyperscaler Debt Flood Brings Derivatives Bonanza | KKR Reshapes Portfolio With Exits And Energy Deals In Focus,31.92,12.69,,69.029,7.66,11.68,28.14,IGNORE
BLDR,https://www.tradingview.com/chart/?symbol=BLDR,"Builders FirstSource, Inc.",Industrials,77.1275,8295824384,-10.1,,-26.05,-14.19,44.6,81.06,108.48,False,False,False,NO CLEAR ENTRY,False,52.84,NEUTRAL,5,3 Small-Cap Stocks That Fall Short | Is Builders FirstSource (BLDR) Offering Value After A 29.1% Year To Date Share Price Fall | Are Builders FirstSource’s ESOP Moves Reframing Its Margin Story Amid Higher Rates and Turnover (BLDR)?,29.44,13.12,640900096.0,132.159,6.96,1.97,27.88,IGNORE
PSKY,https://www.tradingview.com/chart/?symbol=PSKY,Paramount Skydance Corporation,Communication Services,10.73,12008727552,2.2,-31.8,-20.17,1.32,46.83,10.34,13.22,True,False,False,NO CLEAR ENTRY,False,49.88,NEUTRAL,5,Warner Bros. Set to Price $15 Billion Loan Deal Amid High Demand | Paramount Moves Closer to Warner Bros. Deal | Ellison Privately Vows to Limit Enlarged Paramount’s Debt,357.67,12.35,16400374784.0,130.167,-0.77,-2.08,26.89,IGNORE
DD,https://www.tradingview.com/chart/?symbol=DD,"DuPont de Nemours, Inc.",Basic Materials,47.495,19469211648,4.3,,-4.33,2.13,41.53,46.7,40.67,True,True,True,BULLISH TREND,False,43.99,NEUTRAL,5,"DuPont Announces Reverse Split. What It Means for the Stock. | Stocks to Watch: Zscaler, Ferrari, Dell, DuPont | DuPont Plans Reverse Stock Split, Backs Guidance",124.99,18.15,-124750000.0,22.594,0.9,-0.42,26.47,IGNORE
EL,https://www.tradingview.com/chart/?symbol=EL,The Estée Lauder Companies Inc.,Consumer Defensive,91.2,32995694592,4.6,-45.5,-16.69,17.95,56.45,78.14,93.15,True,False,False,NO CLEAR ENTRY,False,47.71,NEUTRAL,5,William Lauder Takes a $3.7 Million Loss on the Sale of His Manhattan Co-op | Here's Why Estee Lauder (EL) is a Strong Momentum Stock | Estee Lauder (EL) Recently Broke Out Above the 20-Day Moving Average,,28.69,1807624960.0,232.908,-5.95,-1.67,26.32,IGNORE
